Date,Open,High,Low,Close,Volume,Range,%K(Fast)(14),"%D(Fast)(14,3)","VWMA(C,20)",%K(Fast)(9),"%D(Fast)(9,3)",%K(Fast)(40),"%D(Fast)(40,4)","%K(Full)(60,10)","%D(Full)(60,10,10)",ATR(14)
1/1/25 20:41,5954,5955.75,5954,5955.5,109,1.75,95,87.2,5952.25,92.3,78.1,97,91.1,76.6,59,0.929
1/1/25 20:42,5955.5,5955.75,5955,5955.25,36,0.75,89.5,88.3,5952.91,81.8,80,93.9,92.2,79.7,62.7,0.929
1/1/25 20:43,5955,5955.5,5954.75,5955.25,39,0.75,89.5,88.9,5953.19,77.8,78.9,93.9,92.9,82.3,66.3,0.964
1/1/25 20:44,5955.25,5956,5955,5955.75,48,1,94.1,91.5,5953.37,88.9,83.9,97.1,94.6,85,69.7,1
1/1/25 20:45,5955.75,5955.75,5955.25,5955.25,28,0.5,78.6,85,5953.49,66.7,75.3,91.2,93.2,86.1,72.7,0.875
1/1/25 20:46,5955.5,5955.5,5955.25,5955.5,12,0.25,85.7,85.4,5953.64,77.8,76.5,94.1,93.6,87.6,75.4,0.839
1/1/25 20:47,5955.25,5955.25,5954.75,5955,24,0.5,66.7,76,5953.75,55.6,66,88.2,91.4,87.7,77.6,0.839
1/1/25 20:48,5955,5955,5954.5,5954.5,53,0.5,40,58,5953.95,33.3,49.7,82.4,87.8,86.7,79.3,0.804
1/1/25 20:49,5954.75,5955,5954.75,5955,17,0.25,55.6,56.8,5954.05,50,49.8,88.2,88,87,80.7,0.768
1/1/25 20:50,5955,5955.5,5955,5955.25,33,0.5,66.7,61.7,5954.19,50,49.9,91.2,89.3,87.8,82,0.732
1/1/25 20:51,5955,5955.5,5954.75,5955.5,19,0.75,77.8,69.8,5954.39,66.7,58.3,94.1,91.2,88.9,83.2,0.732
1/1/25 20:52,5955.25,5956.75,5955.25,5956.5,85,1.5,91.7,80.7,5954.62,88.9,73.6,97.3,93.6,90.4,84.5,0.804
1/1/25 20:53,5956.5,5957,5956,5956.25,103,1,76.9,78.8,5954.84,70,71.8,92.1,93,90.7,85.7,0.839
1/1/25 20:54,5956.25,5956.25,5955.25,5955.5,60,1,50,64.4,5955.01,40,55.9,84.2,89.5,89.6,86.4,0.839
1/1/25 20:55,5955.75,5956.25,5955.5,5956,49,0.75,60,62.2,5955.13,60,57.9,89.5,89.5,89.5,86.9,0.75
1/1/25 20:56,5955.75,5955.75,5955.25,5955.25,24,0.5,30,46.1,5955.14,30,44,81.6,86.3,88.1,87.2,0.75
1/1/25 20:57,5955.25,5955.5,5954.75,5955.5,62,0.75,40,43.1,5955.27,33.3,38.7,84.2,85.5,87.4,87.2,0.75
1/1/25 20:58,5955.5,5955.75,5955,5955.25,55,0.75,30,36.5,5955.34,22.2,30.4,81.6,83.9,86.3,87,0.732
1/1/25 20:59,5955,5955,5954.75,5954.75,39,0.25,10,23.3,5955.45,,15.2,76.3,80.9,84.5,86.6,0.732
1/1/25 21:00,5955,5955.75,5954.75,5955,37,1,20,21.6,5955.53,11.1,13.2,78.9,80.1,83.5,86,0.786
1/1/25 21:01,5955,5955.25,5954.75,5954.75,41,0.5,10,15.8,5955.49,,6.6,76.3,78.6,82.2,85.3,0.768
1/1/25 21:02,5955,5955,5954,5954.5,103,1,16.7,16.2,5955.39,22.2,14.4,69.7,75,80.6,84.5,0.804
1/1/25 21:03,5954.75,5955.75,5954.5,5955.5,48,1.25,50,33.1,5955.4,66.7,40.5,81.3,77.5,81.3,83.9,0.857
1/1/25 21:04,5955.25,5956,5955,5955.5,47,1,50,41.6,5955.39,75,57.8,80,78.5,81.8,83.5,0.893
1/1/25 21:05,5955.25,5956.25,5955.25,5956.25,38,1,75,58.3,5955.43,100,78.9,89.3,82.8,83.7,83.6,0.911
1/1/25 21:06,5956,5956.5,5956,5956,19,0.5,66.7,62.5,5955.44,80,79.4,85.2,83.8,84.7,83.8,0.839
1/1/25 21:07,5956,5956,5955.5,5955.5,34,0.5,60,61.2,5955.45,60,69.7,76,80.7,84.6,83.9,0.804
1/1/25 21:08,5955.5,5955.5,5955,5955,25,0.5,40,50.6,5955.49,40,54.9,66.7,75.1,83.6,83.9,0.768
1/1/25 21:09,5955.25,5955.5,5955,5955,26,0.5,40,45.3,5955.49,40,47.4,66.7,71.7,82.8,83.7,0.75
1/1/25 21:10,5955,5956.75,5955,5956.75,91,1.75,100,72.7,5955.61,100,73.7,95.2,81.1,85.4,84,0.821
1/1/25 21:11,5956.5,5957,5956.5,5956.75,62,0.5,91.7,82.2,5955.68,90,81.9,94.4,86.4,87.6,84.6,0.804
1/1/25 21:12,5957,5957.5,5956.75,5957,78,0.75,85.7,83.9,5955.71,80,80.9,90,87.9,88.9,85.4,0.804
1/1/25 21:13,5957.25,5958.75,5957.25,5958,242,1.5,84.2,84.1,5956.13,80,80.5,87,87.5,89.7,86.2,0.893
1/1/25 21:14,5958.25,5958.75,5958,5958.25,79,0.75,89.5,86.8,5956.31,86.7,83.6,90.5,88.7,90.8,87,0.875
1/1/25 21:15,5958.5,5958.5,5957.5,5957.75,116,1,78.9,82.9,5956.45,73.3,78.4,80,85.2,90.9,87.7,0.911
1/1/25 21:16,5957.5,5958.5,5957.5,5957.75,74,1,76.5,79.7,5956.54,73.3,75.9,80,83.1,90.9,88.3,0.911
1/1/25 21:17,5957.75,5959.5,5957.75,5959.25,232,1.75,94.4,87.1,5957.01,94.4,85.2,95.7,88.1,92.2,89,0.946
1/1/25 21:18,5959.25,5961,5959.25,5960.75,329,1.75,95.8,91.4,5957.77,95.8,90.5,96.6,91.5,93.3,89.8,1
1/1/25 21:19,5960.75,5961.25,5960.25,5960.5,195,1,88,89.7,5958.1,84.2,87.4,90,90.9,93.5,90.5,1
1/1/25 21:20,5960.5,5960.75,5960,5960.25,63,0.75,84,86.9,5958.23,77.8,82.6,86.2,89,93.4,91,1.018
1/1/25 21:21,5960.25,5960.75,5959.75,5960,99,1,80,83.4,5958.39,68.8,75.7,82.8,86.5,92.9,91.3,1.054
1/1/25 21:22,5960,5960.5,5960,5960.5,32,0.5,88,85.7,5958.64,80,77.8,89.7,87.8,93.1,91.7,1.054
1/1/25 21:23,5960.5,5960.75,5960.25,5960.5,101,0.5,88,86.9,5958.81,80,78.9,89.7,88.5,93.2,91.9,1.054
1/1/25 21:24,5960.5,5960.5,5960,5960.25,50,0.5,78.9,82.9,5958.92,73.3,76.1,86.2,87.6,92.9,92.1,0.964
1/1/25 21:25,5960.25,5960.75,5960,5960.25,76,0.75,77.8,80.3,5959.02,71.4,73.8,86.2,87,92.6,92.2,0.982
1/1/25 21:26,5960.25,5960.25,5959.75,5960,38,0.5,68.8,74.5,5959.07,37.5,55.6,82.8,85.3,91.9,92.2,0.964
1/1/25 21:27,5960,5960,5958.75,5959.25,293,1.25,46.7,60.6,5959.14,20,37.8,72.4,80.2,89.9,91.7,0.929
1/1/25 21:28,5959.25,5959.75,5959.25,5959.5,82,0.5,53.3,57,5959.2,37.5,37.7,75.9,78.4,88.6,91.2,0.911
1/1/25 21:29,5959.75,5960,5959.25,5960,74,0.75,66.7,61.8,5959.27,62.5,50.1,82.8,80.2,88.5,90.7,0.893
1/1/25 21:30,5960.25,5960.75,5959,5959,260,1.75,35.7,48.8,5959.33,12.5,31.3,69,75.7,86.3,89.9,0.946
1/1/25 21:31,5958.75,5959,5957.75,5958.5,164,1.25,21.4,35.1,5959.34,25,28.1,62.1,70.2,83,88.6,0.911
1/1/25 21:32,5958.5,5958.75,5958.25,5958.75,96,0.5,28.6,31.8,5959.39,33.3,30.7,65.5,68.4,80.9,87.2,0.821
1/1/25 21:33,5958.5,5959.25,5958.5,5959,15,0.75,41.7,36.8,5959.52,41.7,36.2,69,68.6,79.4,85.8,0.804
1/1/25 21:34,5959,5959.5,5959,5959.25,23,0.5,50,43.4,5959.56,50,43.1,72.4,70.1,78.5,84.5,0.786
1/1/25 21:35,5959.5,5960.5,5959.5,5959.5,85,1,58.3,50.9,5959.65,58.3,50.7,75.9,72.4,78.2,83.3,0.804
1/1/25 21:36,5959.75,5960.25,5959.75,5960.25,37,0.5,83.3,67.1,5959.71,83.3,67,86.2,77.9,79.7,82.7,0.821
1/1/25 21:37,5960.5,5962,5960.5,5962,215,1.5,100,83.5,5959.97,100,83.5,100,86.8,83.4,82.8,0.911
1/1/25 21:38,5962,5962,5961,5961.25,60,1,82.4,82.9,5959.89,82.4,82.9,90.6,88.3,84.8,83.2,0.946
1/1/25 21:39,5961.25,5961.5,5960.75,5961.25,151,0.75,82.4,82.7,5959.93,82.4,82.6,90.6,89.2,85.9,83.7,0.946
1/1/25 21:40,5961.25,5963.25,5961.25,5962.5,422,2,86.4,84.5,5960.38,85,83.8,91.9,90.3,87,84.3,1.054
1/1/25 21:41,5962.5,5963.25,5962.25,5963,153,1,95.5,90,5960.56,94.7,89.3,97.3,93.1,88.8,85.1,1.036
1/1/25 21:42,5962.75,5963.25,5962.5,5962.75,115,0.75,90.9,90.4,5960.66,88.2,88.8,94.3,93.6,89.9,86,1.054
1/1/25 21:43,5962.75,5963,5962.75,5963,55,0.25,95.5,92.9,5960.72,93.3,91,97,94.9,91.2,86.9,1.018
1/1/25 21:44,5963,5963,5962.5,5962.5,42,0.5,86.4,89.7,5960.76,78.6,84.8,90.9,93.3,91.4,87.7,0.929
1/1/25 21:45,5962.75,5963.25,5962.75,5962.75,40,0.5,90,89.8,5960.81,81.8,83.3,93.9,93.6,91.9,88.5,0.893
1/1/25 21:46,5962.75,5963,5962.75,5963,23,0.25,94.7,92.3,5960.84,90,86.7,97,94.9,92.9,89.3,0.875
1/1/25 21:47,5962.75,5964.25,5962.75,5963.75,114,1.5,90.5,91.4,5961.2,85.7,86.2,94.6,94.8,93.3,90,0.929
1/1/25 21:48,5963.75,5964.75,5963.75,5964.25,78,1,90.5,90.9,5961.37,85.7,85.9,94.9,94.8,93.7,90.7,0.964
1/1/25 21:49,5964.25,5965,5964.25,5964.75,116,0.75,95.2,93.1,5961.59,90.9,88.4,97.5,95.9,94.4,91.4,0.929
1/1/25 21:50,5964.75,5965.5,5964.25,5964.5,285,1.25,80,86.5,5962.24,66.7,77.5,88.9,93.1,93.9,91.8,0.964
1/1/25 21:51,5964.5,5964.75,5964.5,5964.5,103,0.25,78.9,82.7,5962.62,66.7,72.1,88.6,91.3,93.4,92.1,0.857
1/1/25 21:52,5964.5,5964.5,5964,5964.5,100,0.5,78.9,80.8,5962.87,66.7,69.4,87.9,89.9,93,92.3,0.821
1/1/25 21:53,5964.5,5964.5,5964,5964.25,39,0.5,70.6,75.7,5962.92,54.5,62,84.4,87.7,92.3,92.3,0.804
1/1/25 21:54,5964.25,5964.25,5964,5964,28,0.25,53.8,64.8,5962.97,45.5,53.7,81.3,85.1,91.3,92.1,0.679
1/1/25 21:55,5964.25,5964.25,5964,5964,31,0.25,50,57.4,5963.12,45.5,49.6,81.3,83.6,90.5,91.8,0.625
1/1/25 21:56,5964,5964,5963.25,5964,113,0.75,50,53.7,5963.21,33.3,41.5,80.6,82.4,89.9,91.5,0.625
1/1/25 21:57,5964,5964.75,5963.75,5964.25,64,1,58.3,56,5963.37,44.4,43,83.9,83,89.7,91.2,0.679
1/1/25 21:58,5964.25,5964.5,5964,5964.25,19,0.5,54.5,55.3,5963.43,44.4,43.7,83.9,83.3,89.6,90.9,0.679
1/1/25 21:59,5964.25,5964.5,5963.5,5963.75,54,1,36.4,45.8,5963.61,33.3,38.5,77.4,81,88.8,90.5,0.696
1/1/25 22:00,5964,5964.25,5963.25,5963.5,86,1,27.3,36.5,5963.88,16.7,27.6,74.2,78.3,87.6,90,0.75
1/1/25 22:01,5963.5,5963.75,5963,5963,35,0.75,,18.3,5963.95,,13.8,67.7,74.1,85.9,89.2,0.696
1/1/25 22:02,5963.25,5963.75,5963.25,5963.5,53,0.5,20,19.1,5964.03,28.6,21.2,74.2,74.1,85.2,88.5,0.679
1/1/25 22:03,5963.75,5964.25,5963.75,5964,44,0.5,40,29.6,5964.07,57.1,39.2,80.6,76.7,85.3,87.9,0.679
1/1/25 22:04,5964,5964.25,5963.25,5963.5,35,1,28.6,29.1,5964.1,28.6,33.9,74.2,75.7,84.5,87.3,0.661
1/1/25 22:05,5963.75,5964,5963.75,5963.75,54,0.25,42.9,36,5964.12,42.9,38.4,77.4,76.4,84.3,86.7,0.679
1/1/25 22:06,5964,5964,5963.5,5964,14,0.5,57.1,46.6,5964.14,66.7,52.5,80.6,78.1,84.5,86.3,0.679
1/1/25 22:07,5964,5964.25,5964,5964,49,0.25,57.1,51.8,5964.17,66.7,59.6,80.6,79.1,84.8,86.1,0.661
1/1/25 22:08,5964,5964.75,5964,5964,131,0.75,57.1,54.5,5964.15,57.1,58.4,80.6,79.7,84.9,85.9,0.696
1/1/25 22:09,5964.25,5964.25,5963.75,5964,33,0.5,57.1,55.8,5964.09,57.1,57.8,80.6,80.1,85.1,85.7,0.714
1/1/25 22:10,5964.25,5964.75,5963.5,5963.75,50,1.25,42.9,49.3,5963.97,33.3,45.5,77.4,79,84.3,85.4,0.75
1/1/25 22:11,5963.75,5964,5963.5,5963.75,45,0.5,42.9,46.1,5963.91,33.3,39.4,75.9,77.8,83.5,85.1,0.714
1/1/25 22:12,5964,5964.25,5964,5964,28,0.25,57.1,51.6,5963.86,50,44.7,78.6,78.1,83.2,84.7,0.714
1/1/25 22:13,5964,5964,5963.25,5963.75,74,0.75,42.9,47.2,5963.84,33.3,39,73.1,76.1,82.3,84.3,0.696
1/1/25 22:14,5963.75,5964,5963.5,5964,32,0.5,57.1,52.2,5963.84,50,44.5,75,75.6,82.1,83.9,0.661
1/1/25 22:15,5963.75,5964,5963.5,5964,18,0.5,50,51.1,5963.83,50,47.3,73.9,75,81.9,83.5,0.643
1/1/25 22:16,5963.75,5965,5963.75,5965,141,1.25,100,75.5,5963.97,100,73.6,90,81,84,83.6,0.679
1/1/25 22:17,5965,5965,5964.25,5964.75,37,0.75,85.7,80.6,5963.98,85.7,79.7,84.2,82.3,85.2,83.9,0.679
1/1/25 22:18,5965,5965.25,5964.5,5965,39,0.75,87.5,84.1,5964.02,87.5,83.6,89.5,85.2,86.7,84.4,0.661
1/1/25 22:19,5965,5966.75,5965,5966.5,193,1.75,92.9,88.5,5964.43,92.9,88.2,95.5,89.3,88.6,85.2,0.75
1/1/25 22:20,5966.5,5966.75,5965.5,5965.5,91,1.25,64.3,76.4,5964.58,64.3,76.3,72.2,82.5,88.2,85.7,0.804
1/1/25 22:21,5965.75,5965.75,5965,5965.25,24,0.75,57.1,66.8,5964.64,57.1,66.7,64.7,75.4,87.3,86,0.839
1/1/25 22:22,5965.25,5965.25,5965,5965.25,6,0.25,57.1,62,5964.7,53.8,60.3,64.7,71.1,86.6,86.1,0.804
1/1/25 22:23,5965.25,5965.25,5965,5965.25,31,0.25,57.1,59.5,5964.74,53.8,57.1,64.7,68.5,86,86.1,0.786
1/1/25 22:24,5965.25,5966,5965.25,5965.75,88,0.75,71.4,65.5,5964.85,66.7,61.9,75,71.1,86.5,86.2,0.75
1/1/25 22:25,5965.75,5965.75,5965,5965.25,26,0.75,57.1,61.3,5964.91,40,50.9,62.5,67.7,85.9,86.1,0.768
1/1/25 22:26,5965.25,5965.25,5964.25,5964.25,40,1,28.6,44.9,5964.9,,25.5,37.5,55.6,83.4,85.6,0.804
1/1/25 22:27,5964.25,5964.5,5963.75,5964,81,0.75,15.4,30.2,5964.88,8.3,16.9,26.7,44,80.9,84.8,0.804
1/1/25 22:28,5963.75,5963.75,5962.25,5962.75,169,1.5,11.1,20.6,5964.68,11.1,14,11.1,30.9,76.3,83.2,0.893
1/1/25 22:29,5962.75,5963.75,5962.25,5963.5,95,1.5,27.8,24.2,5964.61,33.3,23.7,27.8,29.6,74,81.6,0.964
1/1/25 22:30,5963.5,5963.75,5962.5,5962.75,99,1.25,11.1,17.7,5964.51,13.3,18.5,11.1,22.2,70.7,79.6,0.964
1/1/25 22:31,5962.5,5964.5,5962.5,5964.5,178,2,50,33.8,5964.53,60,39.3,50,33.3,71.2,78.1,1.054
1/1/25 22:32,5964.5,5967,5963.75,5966.75,465,3.25,94.7,64.3,5965.07,94.7,67,94.7,57.9,75.9,77.7,1.232
1/1/25 22:33,5967,5968,5966.75,5967.5,328,1.25,91.3,77.8,5965.48,91.3,79.1,91.3,71.3,79.3,78,1.196
1/1/25 22:34,5967.25,5968,5966.25,5966.5,132,1.75,73.9,75.9,5965.56,73.9,76.5,73.9,72.3,79.8,78.3,1.232
1/1/25 22:35,5966.25,5967,5966.25,5966.5,38,0.75,73.9,74.9,5965.59,73.9,75.2,73.9,73,80.2,78.6,1.232
1/1/25 22:36,5966.5,5966.75,5966.25,5966.25,19,0.5,69.6,72.2,5965.63,69.6,72.4,69.6,71.6,79.5,78.8,1.25
1/1/25 22:37,5966.25,5966.5,5966.25,5966.5,25,0.25,73.9,73.1,5965.66,73.9,73.2,73.9,72.5,79.5,78.9,1.25
1/1/25 22:38,5966.5,5967,5965.75,5966,89,1.25,65.2,69.1,5965.68,63.6,68.4,65.2,69.6,78.2,78.8,1.286
1/1/25 22:39,5966,5966.5,5965.5,5966.5,126,1,73.9,71.5,5965.66,72.7,70.6,73.9,71.3,78.1,78.7,1.304
1/1/25 22:40,5966.5,5966.75,5966.25,5966.5,55,0.5,73.9,72.7,5965.69,64.7,67.6,73.9,72.4,77.4,78.4,1.268
1/1/25 22:41,5966.5,5966.75,5966.25,5966.75,24,0.5,78.3,75.5,5965.7,50,58.8,78.3,74.7,77.5,78.3,1.25
1/1/25 22:42,5966.75,5966.75,5966.5,5966.75,34,0.25,78.3,76.9,5965.72,50,54.4,78.3,76.1,77.7,78.2,1.143
1/1/25 22:43,5966.75,5966.75,5966.25,5966.25,19,0.5,68.2,72.5,5965.73,50,52.2,69.6,73.5,76.2,77.8,1.071
1/1/25 22:44,5966.5,5966.5,5966.25,5966.5,34,0.25,72.7,72.6,5965.75,66.7,59.4,73.9,73.7,75.8,77.4,1
1/1/25 22:45,5966.5,5967.5,5966,5967,194,1.5,76.5,74.5,5965.86,75,67.2,82.6,77.2,77,77.4,0.964
1/1/25 22:46,5966.75,5966.75,5966.5,5966.75,50,0.25,50,62.3,5965.91,62.5,64.9,78.3,77.7,77.2,77.3,0.768
1/1/25 22:47,5966.75,5967.25,5966.75,5967,22,0.5,60,61.1,5965.99,75,69.9,82.6,79.6,78.2,77.5,0.714
1/1/25 22:48,5966.75,5966.75,5966,5966,55,0.75,25,43.1,5966.25,,35,65.2,73.9,75.9,77.2,0.661
1/1/25 22:49,5966.25,5966.5,5966,5966.25,65,0.5,37.5,40.3,5966.38,16.7,25.8,69.6,72.1,74.7,76.7,0.643
1/1/25 22:50,5966.5,5966.75,5966.5,5966.5,12,0.25,50,45.1,5966.56,33.3,29.6,73.9,72.9,74.6,76.4,0.643
1/1/25 22:51,5966.25,5967,5966,5966.5,66,1,50,47.6,5966.76,33.3,31.5,73.9,73.3,74.4,76,0.696
1/1/25 22:52,5966.75,5967.25,5966.75,5966.75,28,0.5,62.5,55,5966.76,50,40.7,78.3,75.3,75.1,75.8,0.661
1/1/25 22:53,5967,5967.25,5966.75,5967.25,21,0.5,83.3,69.2,5966.55,83.3,62,87,79.9,77.3,76.1,0.625
1/1/25 22:54,5967.25,5967.25,5967,5967.25,46,0.25,83.3,76.3,5966.59,100,81,87,82.7,79,76.6,0.607
1/1/25 22:55,5967.25,5968,5966.75,5967.25,130,1.25,62.5,69.4,5966.67,62.5,71.8,87,84.4,80.5,77.3,0.661
1/1/25 22:56,5967,5967.25,5966.75,5966.75,26,0.5,37.5,53.4,5966.68,37.5,54.6,78.3,82,80.1,77.8,0.679
1/1/25 22:57,5966.5,5967.5,5966.5,5967,35,1,50,51.7,5966.7,50,52.3,82.6,82.2,80.5,78.3,0.714
1/1/25 22:58,5967.25,5968,5967.25,5967.25,153,0.75,62.5,57.1,5966.82,62.5,57.4,87,84.1,81.7,78.9,0.768
1/1/25 22:59,5967.5,5967.5,5967,5967,46,0.5,50,53.6,5966.86,50,53.7,82.6,83.5,81.9,79.5,0.696
1/1/25 23:00,5967,5968,5966.75,5968,312,1.25,100,76.8,5967.13,100,76.9,100,90.1,85.2,80.5,0.75
1/1/25 23:01,5967.75,5969.5,5967.5,5968.5,382,2,71.4,74.1,5967.44,66.7,71.8,86.2,88.5,85.4,81.4,0.857
1/1/25 23:02,5968.5,5969.25,5968.5,5968.5,84,0.75,71.4,72.8,5967.5,66.7,69.2,86.2,87.6,85.5,82.1,0.839
1/1/25 23:03,5968.75,5969,5967.75,5968.75,173,1.25,78.6,75.7,5967.63,75,72.1,89.7,88.4,86.3,82.9,0.893
1/1/25 23:04,5968.75,5969,5967,5967,150,2,28.6,52.1,5967.6,16.7,44.4,65.5,79.3,82.5,82.8,1
1/1/25 23:05,5967.25,5967.25,5966.5,5966.75,124,0.75,8.3,30.2,5967.61,8.3,26.4,62.1,72.4,78.8,82.1,0.982
1/1/25 23:06,5967,5967.75,5967,5967.5,92,0.75,33.3,31.8,5967.62,33.3,29.8,72.4,72.4,77.6,81.3,1
1/1/25 23:07,5967.25,5967.25,5966.75,5967.25,53,0.5,25,28.4,5967.62,25,27.4,69,71,76,80.3,1.018
1/1/25 23:08,5967.25,5968.25,5967.25,5968.25,48,1,58.3,43.4,5967.68,58.3,42.9,82.8,75.7,77.3,79.8,1.071
1/1/25 23:09,5968.25,5968.25,5968,5968,54,0.25,50,46.7,5967.73,50,46.4,78.6,76.9,77.6,79.4,1
1/1/25 23:10,5968,5968,5967.25,5967.25,66,0.75,25,35.8,5967.72,27.3,36.9,67.9,73.3,76.1,78.8,1.018
1/1/25 23:11,5967.5,5967.75,5967,5967.25,67,0.75,25,30.4,5967.75,30,33.4,60.9,68.3,74.8,78,1
1/1/25 23:12,5967.25,5967.75,5967.25,5967.75,33,0.5,41.7,36,5967.76,50,41.7,56.3,63.5,75,77.5,0.964
1/1/25 23:13,5967.75,5968.25,5967.75,5968.25,60,0.5,58.3,47.2,5967.78,100,70.9,68.8,65.6,76.4,77.3,0.964
1/1/25 23:14,5967.75,5968,5967.25,5967.25,47,0.75,25,36.1,5967.78,33.3,52.1,43.8,56.9,75,76.9,0.946
1/1/25 23:15,5967.25,5967.5,5966.75,5967,99,0.75,18.2,27.1,5967.78,16.7,34.4,37.5,49.1,73.3,76.2,0.857
1/1/25 23:16,5966.75,5967.25,5966.25,5967,150,1,27.3,27.2,5967.74,37.5,35.9,37.5,44.5,71.9,75.4,0.875
1/1/25 23:17,5966.75,5967.25,5966.5,5967.25,36,0.75,36.4,31.8,5967.74,50,43,43.8,44.2,71.4,74.7,0.839
1/1/25 23:18,5967,5967.5,5966.75,5966.75,86,0.75,25,28.4,5967.73,25,34,31.3,39,69.7,73.8,0.75
1/1/25 23:19,5967,5967.75,5966.75,5967.75,39,1,75,51.7,5967.75,75,54.5,50,43.4,70.8,73.2,0.768
1/1/25 23:20,5968,5968.25,5967.5,5967.5,74,0.75,62.5,57.1,5967.7,62.5,58.5,42.9,43.2,71.1,72.8,0.75
1/1/25 23:21,5967.75,5968,5966.75,5967,151,1.25,37.5,47.3,5967.46,37.5,48,28.6,37.3,70.1,72.3,0.786
1/1/25 23:22,5967,5968.25,5967,5968.25,65,1.25,100,73.6,5967.43,100,74,64.3,48.1,72.4,72.4,0.804
1/1/25 23:23,5968.25,5968.5,5968,5968,55,0.5,77.8,75.7,5967.31,77.8,75.9,57.1,51.7,73.6,72.6,0.821
1/1/25 23:24,5968,5968.25,5967.5,5968,75,0.75,77.8,76.7,5967.37,77.8,76.8,57.1,53.9,74.7,73,0.821
1/1/25 23:25,5968,5968.5,5968,5968,38,0.5,77.8,77.3,5967.45,75,75.9,57.1,55.2,75.5,73.4,0.804
1/1/25 23:26,5968,5968,5967.5,5967.5,50,0.5,55.6,66.4,5967.45,42.9,59.4,42.9,50.3,75,73.7,0.804
1/1/25 23:27,5967.5,5968.5,5967.5,5968.25,88,1,88.9,77.6,5967.5,85.7,72.6,64.3,55.9,76.4,74.2,0.839
1/1/25 23:28,5968.25,5968.75,5968.25,5968.5,43,0.5,90,83.8,5967.51,87.5,80,71.4,62.1,78.2,74.9,0.804
1/1/25 23:29,5968.25,5968.75,5968,5968.5,48,0.75,90,86.9,5967.52,87.5,83.8,71.4,65.8,79.5,75.8,0.804
1/1/25 23:30,5968.5,5968.75,5966.75,5967.25,123,2,33.3,60.1,5967.51,25,54.4,35.7,53.8,77.4,76.1,0.875
1/1/25 23:31,5967.25,5967.5,5966,5966.5,203,1.5,18.2,39.2,5967.39,18.2,36.3,14.3,38,72,75.3,0.929
1/1/25 23:32,5966.5,5966.75,5966.5,5966.5,58,0.25,18.2,28.7,5967.35,18.2,27.2,14.3,28.5,63.5,73.2,0.893
1/1/25 23:33,5966.5,5967,5965,5965.75,275,2,20,24.3,5967.08,20,23.6,16.7,23.8,55,69.9,0.964
1/1/25 23:34,5965.5,5966.25,5965.5,5966.25,92,0.75,33.3,28.8,5967.03,33.3,28.5,27.8,25.4,50,66.3,0.964
1/1/25 23:35,5966.25,5966.75,5966,5966.75,46,0.75,46.7,37.8,5967.03,46.7,37.6,38.9,30.8,48,62.9,0.929
1/1/25 23:36,5966.5,5967,5966.5,5967,55,0.5,53.3,45.5,5967.03,53.3,45.5,44.4,36.2,47.4,60.1,0.875
1/1/25 23:37,5967.25,5967.5,5967,5967.25,66,0.5,60,52.8,5967.03,60,52.7,50,41.7,47.8,57.9,0.875
1/1/25 23:38,5967.25,5967.25,5967,5967.25,61,0.25,60,56.4,5967.06,60,56.4,50,45,48.2,56.1,0.839
1/1/25 23:39,5967.5,5967.5,5967,5967,79,0.5,53.3,54.9,5967.04,80,68.2,44.4,44.8,47.5,54.6,0.839
1/1/25 23:40,5967,5967,5966,5966.75,98,1,46.7,50.8,5967,70,69.1,38.9,42.4,46,53,0.875
1/1/25 23:41,5967,5967.5,5966.75,5967,46,0.75,53.3,52,5967,80,74.5,47.1,44.3,45.7,51.7,0.857
1/1/25 23:42,5967,5967,5966.5,5966.75,29,0.5,46.7,49.4,5966.95,62.5,68.5,43.8,44.1,44.5,50.4,0.857
1/1/25 23:43,5966.5,5966.5,5964.25,5965,281,2.25,16.7,33,5966.62,23.1,45.8,15.8,32.8,39,48.3,0.982
1/1/25 23:44,5965,5965.25,5962.75,5963.75,343,2.5,21.1,27,5966.11,21.1,33.4,16.7,26.3,34.6,45.8,1.018
1/1/25 23:45,5963.75,5964,5961,5961.75,391,3,11.5,19.3,5965.39,11.5,22.5,9.7,19.7,29.9,42.9,1.125
1/1/25 23:46,5962,5962.75,5962,5962.75,98,0.75,26.9,23.1,5965.25,26.9,24.7,22.6,20.8,28.2,40.2,1.179
1/1/25 23:47,5962.75,5962.75,5961.5,5961.5,71,1.25,7.7,15.4,5965.04,7.7,16.2,6.5,15.1,24.1,37.3,1.125
1/1/25 23:48,5961.75,5961.75,5961,5961.25,178,0.75,3.8,9.6,5964.72,3.8,10,3.2,10.3,20.3,34.2,1.125
1/1/25 23:49,5961.5,5961.75,5961,5961.75,108,0.75,11.5,10.6,5964.54,11.5,10.8,9.7,10.1,18.2,31.3,1.125
1/1/25 23:50,5961.75,5963,5961.75,5963,123,1.25,30.8,20.7,5964.34,33.3,22.1,25.8,16.4,19.2,29.1,1.179
1/1/25 23:51,5963,5963,5961.75,5962.5,84,1.25,23.1,21.9,5964.11,27.3,24.7,19.4,17.6,18.9,27.2,1.232
1/1/25 23:52,5962.5,5963,5961.75,5962.25,88,1.25,19.2,20.6,5964,29.4,27,16.1,17,18.1,25.6,1.304
1/1/25 23:53,5962.5,5962.5,5961.5,5961.75,160,1,11.5,16,5963.66,25,26,9.7,14.1,16.4,23.9,1.339
